,term,gene,term_short
62685,REACTOME HEMOSTASIS,SERPINA1,HEMOSTASIS
62686,REACTOME HEMOSTASIS,HIST1H3D,HEMOSTASIS
62687,REACTOME HEMOSTASIS,PDGFA,HEMOSTASIS
62688,REACTOME HEMOSTASIS,SPN,HEMOSTASIS
62689,REACTOME HEMOSTASIS,KCNMB2,HEMOSTASIS
62690,REACTOME HEMOSTASIS,SERPINB2,HEMOSTASIS
62691,REACTOME HEMOSTASIS,PSAP,HEMOSTASIS
62692,REACTOME HEMOSTASIS,S100A10,HEMOSTASIS
62693,REACTOME HEMOSTASIS,CFD,HEMOSTASIS
62694,REACTOME HEMOSTASIS,KIF13B,HEMOSTASIS
62695,REACTOME HEMOSTASIS,IFNA1,HEMOSTASIS
62696,REACTOME HEMOSTASIS,PLCG2,HEMOSTASIS
62697,REACTOME HEMOSTASIS,TUBA3C,HEMOSTASIS
62698,REACTOME HEMOSTASIS,SIRPA,HEMOSTASIS
62699,REACTOME HEMOSTASIS,TOR4A,HEMOSTASIS
62700,REACTOME HEMOSTASIS,MAFK,HEMOSTASIS
62701,REACTOME HEMOSTASIS,CALM1,HEMOSTASIS
62702,REACTOME HEMOSTASIS,F5,HEMOSTASIS
62703,REACTOME HEMOSTASIS,CAPZA2,HEMOSTASIS
62704,REACTOME HEMOSTASIS,L1CAM,HEMOSTASIS
62705,REACTOME HEMOSTASIS,GP1BB,HEMOSTASIS
62706,REACTOME HEMOSTASIS,HIST2H3C,HEMOSTASIS
62707,REACTOME HEMOSTASIS,HIST2H3A,HEMOSTASIS
62708,REACTOME HEMOSTASIS,MPIG6B,HEMOSTASIS
62709,REACTOME HEMOSTASIS,LY6G6F,HEMOSTASIS
62710,REACTOME HEMOSTASIS,CD177,HEMOSTASIS
62711,REACTOME HEMOSTASIS,PSG5,HEMOSTASIS
62712,REACTOME HEMOSTASIS,TMSB4X,HEMOSTASIS
62713,REACTOME HEMOSTASIS,IGKV4-1,HEMOSTASIS
62714,REACTOME HEMOSTASIS,IGKV5-2,HEMOSTASIS
62715,REACTOME HEMOSTASIS,IGKV3D-20,HEMOSTASIS
62716,REACTOME HEMOSTASIS,IGLV6-57,HEMOSTASIS
62717,REACTOME HEMOSTASIS,IGLV1-51,HEMOSTASIS
62718,REACTOME HEMOSTASIS,IGLV1-47,HEMOSTASIS
62719,REACTOME HEMOSTASIS,IGLV1-44,HEMOSTASIS
62720,REACTOME HEMOSTASIS,IGLV7-43,HEMOSTASIS
62721,REACTOME HEMOSTASIS,IGLV1-40,HEMOSTASIS
62722,REACTOME HEMOSTASIS,IGLV3-27,HEMOSTASIS
62723,REACTOME HEMOSTASIS,IGLV3-25,HEMOSTASIS
62724,REACTOME HEMOSTASIS,IGLV2-23,HEMOSTASIS
62725,REACTOME HEMOSTASIS,IGLV3-21,HEMOSTASIS
62726,REACTOME HEMOSTASIS,IGLV3-19,HEMOSTASIS
62727,REACTOME HEMOSTASIS,IGLV2-14,HEMOSTASIS
62728,REACTOME HEMOSTASIS,IGLV2-11,HEMOSTASIS
62729,REACTOME HEMOSTASIS,IGLV3-1,HEMOSTASIS
62730,REACTOME HEMOSTASIS,IGLC2,HEMOSTASIS
62731,REACTOME HEMOSTASIS,IGLC3,HEMOSTASIS
62732,REACTOME HEMOSTASIS,IGHA2,HEMOSTASIS
62733,REACTOME HEMOSTASIS,IGHA1,HEMOSTASIS
62734,REACTOME HEMOSTASIS,IGHM,HEMOSTASIS
62735,REACTOME HEMOSTASIS,IGHV1-2,HEMOSTASIS
62736,REACTOME HEMOSTASIS,IGHV2-5,HEMOSTASIS
62737,REACTOME HEMOSTASIS,IGHV3-7,HEMOSTASIS
62738,REACTOME HEMOSTASIS,IGHV3-11,HEMOSTASIS
62739,REACTOME HEMOSTASIS,IGHV3-13,HEMOSTASIS
62740,REACTOME HEMOSTASIS,IGHV3-23,HEMOSTASIS
62741,REACTOME HEMOSTASIS,IGHV3-33,HEMOSTASIS
62742,REACTOME HEMOSTASIS,IGHV4-34,HEMOSTASIS
62743,REACTOME HEMOSTASIS,IGHV4-39,HEMOSTASIS
62744,REACTOME HEMOSTASIS,IGHV1-46,HEMOSTASIS
62745,REACTOME HEMOSTASIS,IGHV3-48,HEMOSTASIS
62746,REACTOME HEMOSTASIS,IGHV3-53,HEMOSTASIS
62747,REACTOME HEMOSTASIS,IGHV1-69,HEMOSTASIS
62748,REACTOME HEMOSTASIS,NRAS,HEMOSTASIS
62749,REACTOME HEMOSTASIS,LAT,HEMOSTASIS
62750,REACTOME HEMOSTASIS,HBE1,HEMOSTASIS
62751,REACTOME HEMOSTASIS,HBG1,HEMOSTASIS
62752,REACTOME HEMOSTASIS,ITGA1,HEMOSTASIS
62753,REACTOME HEMOSTASIS,IFNA7,HEMOSTASIS
62754,REACTOME HEMOSTASIS,GNAT3,HEMOSTASIS
62755,REACTOME HEMOSTASIS,PSG3,HEMOSTASIS
62756,REACTOME HEMOSTASIS,PSG7,HEMOSTASIS
62757,REACTOME HEMOSTASIS,HBD,HEMOSTASIS
62758,REACTOME HEMOSTASIS,IGHV4-59,HEMOSTASIS
62759,REACTOME HEMOSTASIS,KIF4B,HEMOSTASIS
62760,REACTOME HEMOSTASIS,IFNA14,HEMOSTASIS
62761,REACTOME HEMOSTASIS,ORM2,HEMOSTASIS
62762,REACTOME HEMOSTASIS,ORM1,HEMOSTASIS
62763,REACTOME HEMOSTASIS,PSG1,HEMOSTASIS
62764,REACTOME HEMOSTASIS,IFNA13,HEMOSTASIS
62765,REACTOME HEMOSTASIS,IFNA17,HEMOSTASIS
62766,REACTOME HEMOSTASIS,IFNA4,HEMOSTASIS
62767,REACTOME HEMOSTASIS,KIFC1,HEMOSTASIS
62768,REACTOME HEMOSTASIS,IGKV2D-30,HEMOSTASIS
62769,REACTOME HEMOSTASIS,IGKV3-20,HEMOSTASIS
62770,REACTOME HEMOSTASIS,IGKV1D-33,HEMOSTASIS
62771,REACTOME HEMOSTASIS,IGKV1-17,HEMOSTASIS
62772,REACTOME HEMOSTASIS,IGKV1-16,HEMOSTASIS
62773,REACTOME HEMOSTASIS,MIF,HEMOSTASIS
62774,REACTOME HEMOSTASIS,IGKV1D-16,HEMOSTASIS
62775,REACTOME HEMOSTASIS,IGKV3-11,HEMOSTASIS
62776,REACTOME HEMOSTASIS,IGKV1-33,HEMOSTASIS
62777,REACTOME HEMOSTASIS,PSG2,HEMOSTASIS
62778,REACTOME HEMOSTASIS,IGKV1-39,HEMOSTASIS
62779,REACTOME HEMOSTASIS,IGKV2D-28,HEMOSTASIS
62780,REACTOME HEMOSTASIS,GNG10,HEMOSTASIS
62781,REACTOME HEMOSTASIS,PSG11,HEMOSTASIS
62782,REACTOME HEMOSTASIS,PSG4,HEMOSTASIS
62783,REACTOME HEMOSTASIS,IGKV2-30,HEMOSTASIS
62784,REACTOME HEMOSTASIS,IGKV1-12,HEMOSTASIS
62785,REACTOME HEMOSTASIS,IGKV1-5,HEMOSTASIS
62786,REACTOME HEMOSTASIS,TUBA4B,HEMOSTASIS
62787,REACTOME HEMOSTASIS,IGKV2-28,HEMOSTASIS
62788,REACTOME HEMOSTASIS,IGKV3-15,HEMOSTASIS
62789,REACTOME HEMOSTASIS,HBB,HEMOSTASIS
62790,REACTOME HEMOSTASIS,GYPB,HEMOSTASIS
62791,REACTOME HEMOSTASIS,SELENOP,HEMOSTASIS
62792,REACTOME HEMOSTASIS,IGKV2D-40,HEMOSTASIS
62793,REACTOME HEMOSTASIS,IGKV1D-39,HEMOSTASIS
62794,REACTOME HEMOSTASIS,LYN,HEMOSTASIS
62795,REACTOME HEMOSTASIS,TUBB3,HEMOSTASIS
62796,REACTOME HEMOSTASIS,ITGB3,HEMOSTASIS
62797,REACTOME HEMOSTASIS,PECAM1,HEMOSTASIS
62798,REACTOME HEMOSTASIS,TUBB8,HEMOSTASIS
62799,REACTOME HEMOSTASIS,IGHV3-30,HEMOSTASIS
62800,REACTOME HEMOSTASIS,HIST1H3G,HEMOSTASIS
62801,REACTOME HEMOSTASIS,ADRA2B,HEMOSTASIS
62802,REACTOME HEMOSTASIS,IGHV2-70,HEMOSTASIS
62803,REACTOME HEMOSTASIS,DGKK,HEMOSTASIS
62804,REACTOME HEMOSTASIS,HIST1H3E,HEMOSTASIS
62805,REACTOME HEMOSTASIS,HIST1H3I,HEMOSTASIS
62806,REACTOME HEMOSTASIS,HIST1H3A,HEMOSTASIS
62807,REACTOME HEMOSTASIS,ORAI1,HEMOSTASIS
62808,REACTOME HEMOSTASIS,PIK3R6,HEMOSTASIS
62809,REACTOME HEMOSTASIS,HIST1H3F,HEMOSTASIS
62810,REACTOME HEMOSTASIS,IGLV2-8,HEMOSTASIS
62811,REACTOME HEMOSTASIS,HIST1H3H,HEMOSTASIS
62812,REACTOME HEMOSTASIS,IGKV1D-12,HEMOSTASIS
71150,NABA MATRISOME,ABI3BP,MATRISOME
71151,NABA MATRISOME,ADIPOQ,MATRISOME
71152,NABA MATRISOME,AEBP1,MATRISOME
71153,NABA MATRISOME,AGRN,MATRISOME
71154,NABA MATRISOME,AMBN,MATRISOME
71155,NABA MATRISOME,AMELX,MATRISOME
71156,NABA MATRISOME,AMELY,MATRISOME
71157,NABA MATRISOME,BGLAP,MATRISOME
71158,NABA MATRISOME,BMPER,MATRISOME
71159,NABA MATRISOME,BSPH1,MATRISOME
71160,NABA MATRISOME,CDCP2,MATRISOME
71161,NABA MATRISOME,CILP,MATRISOME
71162,NABA MATRISOME,CILP2,MATRISOME
71163,NABA MATRISOME,COCH,MATRISOME
71164,NABA MATRISOME,COLQ,MATRISOME
71165,NABA MATRISOME,COMP,MATRISOME
71166,NABA MATRISOME,CRELD1,MATRISOME
71167,NABA MATRISOME,CRELD2,MATRISOME
71168,NABA MATRISOME,CRIM1,MATRISOME
71169,NABA MATRISOME,CRISPLD1,MATRISOME
71170,NABA MATRISOME,CRISPLD2,MATRISOME
71171,NABA MATRISOME,CCN2,MATRISOME
71172,NABA MATRISOME,CTHRC1,MATRISOME
71173,NABA MATRISOME,CCN1,MATRISOME
71174,NABA MATRISOME,INTS6L,MATRISOME
71175,NABA MATRISOME,DMBT1,MATRISOME
71176,NABA MATRISOME,DMP1,MATRISOME
71177,NABA MATRISOME,DPT,MATRISOME
71178,NABA MATRISOME,DSPP,MATRISOME
71179,NABA MATRISOME,ECM1,MATRISOME
71180,NABA MATRISOME,ECM2,MATRISOME
71181,NABA MATRISOME,EDIL3,MATRISOME
71182,NABA MATRISOME,EFEMP1,MATRISOME
71183,NABA MATRISOME,EFEMP2,MATRISOME
71184,NABA MATRISOME,EGFLAM,MATRISOME
71185,NABA MATRISOME,ELN,MATRISOME
71186,NABA MATRISOME,AC010330.1,MATRISOME
71187,NABA MATRISOME,EMID1,MATRISOME
71188,NABA MATRISOME,EMILIN1,MATRISOME
71189,NABA MATRISOME,EMILIN2,MATRISOME
71190,NABA MATRISOME,EMILIN3,MATRISOME
71191,NABA MATRISOME,EYS,MATRISOME
71192,NABA MATRISOME,FBLN1,MATRISOME
71193,NABA MATRISOME,FBLN2,MATRISOME
71194,NABA MATRISOME,FBLN5,MATRISOME
71195,NABA MATRISOME,FBLN7,MATRISOME
71196,NABA MATRISOME,FBN1,MATRISOME
71197,NABA MATRISOME,FBN2,MATRISOME
71198,NABA MATRISOME,FBN3,MATRISOME
71199,NABA MATRISOME,FGA,MATRISOME
71200,NABA MATRISOME,FGB,MATRISOME
71201,NABA MATRISOME,FGG,MATRISOME
71202,NABA MATRISOME,FGL1,MATRISOME
71203,NABA MATRISOME,FGL2,MATRISOME
71204,NABA MATRISOME,FN1,MATRISOME
71205,NABA MATRISOME,FNDC1,MATRISOME
71206,NABA MATRISOME,FNDC7,MATRISOME
71207,NABA MATRISOME,FNDC8,MATRISOME
71208,NABA MATRISOME,FRAS1,MATRISOME
71209,NABA MATRISOME,GAS6,MATRISOME
71210,NABA MATRISOME,GLDN,MATRISOME
71211,NABA MATRISOME,HMCN1,MATRISOME
71212,NABA MATRISOME,HMCN2,MATRISOME
71213,NABA MATRISOME,IBSP,MATRISOME
71214,NABA MATRISOME,IGFALS,MATRISOME
71215,NABA MATRISOME,IGFBP1,MATRISOME
71216,NABA MATRISOME,IGFBP2,MATRISOME
71217,NABA MATRISOME,IGFBP3,MATRISOME
71218,NABA MATRISOME,IGFBP4,MATRISOME
71219,NABA MATRISOME,IGFBP5,MATRISOME
71220,NABA MATRISOME,IGFBP6,MATRISOME
71221,NABA MATRISOME,IGFBP7,MATRISOME
71222,NABA MATRISOME,IGFBPL1,MATRISOME
71223,NABA MATRISOME,IGSF10,MATRISOME
71224,NABA MATRISOME,ANOS1,MATRISOME
71225,NABA MATRISOME,KCP,MATRISOME
71226,NABA MATRISOME,LAMA1,MATRISOME
71227,NABA MATRISOME,LAMA2,MATRISOME
71228,NABA MATRISOME,LAMA3,MATRISOME
71229,NABA MATRISOME,LAMA4,MATRISOME
71230,NABA MATRISOME,LAMA5,MATRISOME
71231,NABA MATRISOME,LAMB1,MATRISOME
71232,NABA MATRISOME,LAMB2,MATRISOME
71233,NABA MATRISOME,LAMB3,MATRISOME
71234,NABA MATRISOME,LAMB4,MATRISOME
71235,NABA MATRISOME,LAMC1,MATRISOME
71236,NABA MATRISOME,LAMC2,MATRISOME
71237,NABA MATRISOME,LAMC3,MATRISOME
71238,NABA MATRISOME,LGI1,MATRISOME
71239,NABA MATRISOME,LGI2,MATRISOME
71240,NABA MATRISOME,LGI3,MATRISOME
71241,NABA MATRISOME,LGI4,MATRISOME
71242,NABA MATRISOME,LRG1,MATRISOME
71243,NABA MATRISOME,LTBP1,MATRISOME
71244,NABA MATRISOME,LTBP2,MATRISOME
71245,NABA MATRISOME,LTBP3,MATRISOME
71246,NABA MATRISOME,LTBP4,MATRISOME
71247,NABA MATRISOME,MATN1,MATRISOME
71248,NABA MATRISOME,MATN2,MATRISOME
71249,NABA MATRISOME,MATN3,MATRISOME
71250,NABA MATRISOME,MATN4,MATRISOME
71251,NABA MATRISOME,MEPE,MATRISOME
71252,NABA MATRISOME,MFAP1,MATRISOME
71253,NABA MATRISOME,MFAP2,MATRISOME
71254,NABA MATRISOME,MFAP3,MATRISOME
71255,NABA MATRISOME,MFAP4,MATRISOME
71256,NABA MATRISOME,MFAP5,MATRISOME
71257,NABA MATRISOME,MFGE8,MATRISOME
71258,NABA MATRISOME,MGP,MATRISOME
71259,NABA MATRISOME,MMRN1,MATRISOME
71260,NABA MATRISOME,MMRN2,MATRISOME
71261,NABA MATRISOME,MXRA5,MATRISOME
71262,NABA MATRISOME,NDNF,MATRISOME
71263,NABA MATRISOME,NELL1,MATRISOME
71264,NABA MATRISOME,NELL2,MATRISOME
71265,NABA MATRISOME,NID1,MATRISOME
71266,NABA MATRISOME,NID2,MATRISOME
71267,NABA MATRISOME,CCN3,MATRISOME
71268,NABA MATRISOME,NPNT,MATRISOME
71269,NABA MATRISOME,NTN1,MATRISOME
71270,NABA MATRISOME,NTN3,MATRISOME
71271,NABA MATRISOME,NTN4,MATRISOME
71272,NABA MATRISOME,NTN5,MATRISOME
71273,NABA MATRISOME,NTNG1,MATRISOME
71274,NABA MATRISOME,NTNG2,MATRISOME
71275,NABA MATRISOME,OIT3,MATRISOME
71276,NABA MATRISOME,OTOG,MATRISOME
71277,NABA MATRISOME,OTOL1,MATRISOME
71278,NABA MATRISOME,PAPLN,MATRISOME
71279,NABA MATRISOME,PCOLCE,MATRISOME
71280,NABA MATRISOME,PCOLCE2,MATRISOME
71281,NABA MATRISOME,POMZP3,MATRISOME
71282,NABA MATRISOME,POSTN,MATRISOME
71283,NABA MATRISOME,PXDN,MATRISOME
71284,NABA MATRISOME,PXDNL,MATRISOME
71285,NABA MATRISOME,RELN,MATRISOME
71286,NABA MATRISOME,RSPO1,MATRISOME
71287,NABA MATRISOME,RSPO2,MATRISOME
71288,NABA MATRISOME,RSPO3,MATRISOME
71289,NABA MATRISOME,RSPO4,MATRISOME
71290,NABA MATRISOME,SBSPON,MATRISOME
71291,NABA MATRISOME,SLIT1,MATRISOME
71292,NABA MATRISOME,SLIT2,MATRISOME
71293,NABA MATRISOME,SLIT3,MATRISOME
71294,NABA MATRISOME,SMOC1,MATRISOME
71295,NABA MATRISOME,SMOC2,MATRISOME
71296,NABA MATRISOME,SNED1,MATRISOME
71297,NABA MATRISOME,SPARC,MATRISOME
71298,NABA MATRISOME,SPARCL1,MATRISOME
71299,NABA MATRISOME,SPON1,MATRISOME
71300,NABA MATRISOME,SPON2,MATRISOME
71301,NABA MATRISOME,SPP1,MATRISOME
71302,NABA MATRISOME,SRPX,MATRISOME
71303,NABA MATRISOME,SRPX2,MATRISOME
71304,NABA MATRISOME,SSPO,MATRISOME
71305,NABA MATRISOME,SVEP1,MATRISOME
71306,NABA MATRISOME,TECTA,MATRISOME
71307,NABA MATRISOME,TECTB,MATRISOME
71308,NABA MATRISOME,TGFBI,MATRISOME
71309,NABA MATRISOME,THBS1,MATRISOME
71310,NABA MATRISOME,THBS2,MATRISOME
71311,NABA MATRISOME,THBS3,MATRISOME
71312,NABA MATRISOME,THBS4,MATRISOME
71313,NABA MATRISOME,THSD4,MATRISOME
71314,NABA MATRISOME,TINAG,MATRISOME
71315,NABA MATRISOME,TINAGL1,MATRISOME
71316,NABA MATRISOME,TNC,MATRISOME
71317,NABA MATRISOME,TNFAIP6,MATRISOME
71318,NABA MATRISOME,TNN,MATRISOME
71319,NABA MATRISOME,TNR,MATRISOME
71320,NABA MATRISOME,TNXB,MATRISOME
71321,NABA MATRISOME,TSKU,MATRISOME
71322,NABA MATRISOME,TSPEAR,MATRISOME
71323,NABA MATRISOME,USH2A,MATRISOME
71324,NABA MATRISOME,VIT,MATRISOME
71325,NABA MATRISOME,VTN,MATRISOME
71326,NABA MATRISOME,VWA1,MATRISOME
71327,NABA MATRISOME,VWA2,MATRISOME
71328,NABA MATRISOME,VWA3A,MATRISOME
71329,NABA MATRISOME,VWA3B,MATRISOME
71330,NABA MATRISOME,VWA5A,MATRISOME
71331,NABA MATRISOME,VWA5B1,MATRISOME
71332,NABA MATRISOME,VWA5B2,MATRISOME
71333,NABA MATRISOME,VWA7,MATRISOME
71334,NABA MATRISOME,INTS14,MATRISOME
71335,NABA MATRISOME,VWCE,MATRISOME
71336,NABA MATRISOME,VWDE,MATRISOME
71337,NABA MATRISOME,VWF,MATRISOME
71338,NABA MATRISOME,CCN4,MATRISOME
71339,NABA MATRISOME,CCN5,MATRISOME
71340,NABA MATRISOME,CCN6,MATRISOME
71341,NABA MATRISOME,ZP1,MATRISOME
71342,NABA MATRISOME,ZP2,MATRISOME
71343,NABA MATRISOME,ZP3,MATRISOME
71344,NABA MATRISOME,ZP4,MATRISOME
71345,NABA MATRISOME,ZPLD1,MATRISOME
71346,NABA MATRISOME,COL10A1,MATRISOME
71347,NABA MATRISOME,COL11A1,MATRISOME
71348,NABA MATRISOME,COL11A2,MATRISOME
71349,NABA MATRISOME,COL12A1,MATRISOME
71350,NABA MATRISOME,COL13A1,MATRISOME
71351,NABA MATRISOME,COL14A1,MATRISOME
71352,NABA MATRISOME,COL15A1,MATRISOME
71353,NABA MATRISOME,COL16A1,MATRISOME
71354,NABA MATRISOME,COL17A1,MATRISOME
71355,NABA MATRISOME,COL18A1,MATRISOME
71356,NABA MATRISOME,COL19A1,MATRISOME
71357,NABA MATRISOME,COL1A1,MATRISOME
71358,NABA MATRISOME,COL1A2,MATRISOME
71359,NABA MATRISOME,COL20A1,MATRISOME
71360,NABA MATRISOME,COL21A1,MATRISOME
71361,NABA MATRISOME,COL22A1,MATRISOME
71362,NABA MATRISOME,COL23A1,MATRISOME
71363,NABA MATRISOME,COL24A1,MATRISOME
71364,NABA MATRISOME,COL25A1,MATRISOME
71365,NABA MATRISOME,COL26A1,MATRISOME
71366,NABA MATRISOME,COL27A1,MATRISOME
71367,NABA MATRISOME,COL28A1,MATRISOME
71368,NABA MATRISOME,COL2A1,MATRISOME
71369,NABA MATRISOME,COL3A1,MATRISOME
71370,NABA MATRISOME,COL4A1,MATRISOME
71371,NABA MATRISOME,COL4A2,MATRISOME
71372,NABA MATRISOME,COL4A3,MATRISOME
71373,NABA MATRISOME,COL4A4,MATRISOME
71374,NABA MATRISOME,COL4A5,MATRISOME
71375,NABA MATRISOME,COL4A6,MATRISOME
71376,NABA MATRISOME,COL5A1,MATRISOME
71377,NABA MATRISOME,COL5A2,MATRISOME
71378,NABA MATRISOME,COL5A3,MATRISOME
71379,NABA MATRISOME,COL6A1,MATRISOME
71380,NABA MATRISOME,COL6A2,MATRISOME
71381,NABA MATRISOME,COL6A3,MATRISOME
71382,NABA MATRISOME,COL6A5,MATRISOME
71383,NABA MATRISOME,COL6A6,MATRISOME
71384,NABA MATRISOME,COL7A1,MATRISOME
71385,NABA MATRISOME,COL8A1,MATRISOME
71386,NABA MATRISOME,COL8A2,MATRISOME
71387,NABA MATRISOME,COL9A1,MATRISOME
71388,NABA MATRISOME,COL9A2,MATRISOME
71389,NABA MATRISOME,COL9A3,MATRISOME
71390,NABA MATRISOME,ACAN,MATRISOME
71391,NABA MATRISOME,ASPN,MATRISOME
71392,NABA MATRISOME,BCAN,MATRISOME
71393,NABA MATRISOME,BGN,MATRISOME
71394,NABA MATRISOME,CHAD,MATRISOME
71395,NABA MATRISOME,CHADL,MATRISOME
71396,NABA MATRISOME,DCN,MATRISOME
71397,NABA MATRISOME,EPYC,MATRISOME
71398,NABA MATRISOME,ESM1,MATRISOME
71399,NABA MATRISOME,FMOD,MATRISOME
71400,NABA MATRISOME,HAPLN1,MATRISOME
71401,NABA MATRISOME,HAPLN2,MATRISOME
71402,NABA MATRISOME,HAPLN3,MATRISOME
71403,NABA MATRISOME,HAPLN4,MATRISOME
71404,NABA MATRISOME,HSPG2,MATRISOME
71405,NABA MATRISOME,IMPG1,MATRISOME
71406,NABA MATRISOME,IMPG2,MATRISOME
71407,NABA MATRISOME,KERA,MATRISOME
71408,NABA MATRISOME,LUM,MATRISOME
71409,NABA MATRISOME,NCAN,MATRISOME
71410,NABA MATRISOME,NYX,MATRISOME
71411,NABA MATRISOME,OGN,MATRISOME
71412,NABA MATRISOME,OMD,MATRISOME
71413,NABA MATRISOME,OPTC,MATRISOME
71414,NABA MATRISOME,PODN,MATRISOME
71415,NABA MATRISOME,PODNL1,MATRISOME
71416,NABA MATRISOME,PRELP,MATRISOME
71417,NABA MATRISOME,PRG2,MATRISOME
71418,NABA MATRISOME,PRG3,MATRISOME
71419,NABA MATRISOME,PRG4,MATRISOME
71420,NABA MATRISOME,SPOCK1,MATRISOME
71421,NABA MATRISOME,SPOCK2,MATRISOME
71422,NABA MATRISOME,SPOCK3,MATRISOME
71423,NABA MATRISOME,SRGN,MATRISOME
71424,NABA MATRISOME,VCAN,MATRISOME
71425,NABA MATRISOME,ANXA1,MATRISOME
71426,NABA MATRISOME,ANXA10,MATRISOME
71427,NABA MATRISOME,ANXA11,MATRISOME
71428,NABA MATRISOME,ANXA13,MATRISOME
71429,NABA MATRISOME,ANXA2,MATRISOME
71430,NABA MATRISOME,ANXA3,MATRISOME
71431,NABA MATRISOME,ANXA4,MATRISOME
71432,NABA MATRISOME,ANXA5,MATRISOME
71433,NABA MATRISOME,ANXA6,MATRISOME
71434,NABA MATRISOME,ANXA7,MATRISOME
71435,NABA MATRISOME,ANXA8,MATRISOME
71436,NABA MATRISOME,ANXA8L1,MATRISOME
71437,NABA MATRISOME,ANXA9,MATRISOME
71438,NABA MATRISOME,C1QA,MATRISOME
71439,NABA MATRISOME,C1QB,MATRISOME
71440,NABA MATRISOME,C1QC,MATRISOME
71441,NABA MATRISOME,C1QL1,MATRISOME
71442,NABA MATRISOME,C1QL2,MATRISOME
71443,NABA MATRISOME,C1QL3,MATRISOME
71444,NABA MATRISOME,C1QL4,MATRISOME
71445,NABA MATRISOME,C1QTNF1,MATRISOME
71446,NABA MATRISOME,C1QTNF2,MATRISOME
71447,NABA MATRISOME,C1QTNF3,MATRISOME
71448,NABA MATRISOME,C1QTNF4,MATRISOME
71449,NABA MATRISOME,C1QTNF5,MATRISOME
71450,NABA MATRISOME,C1QTNF6,MATRISOME
71451,NABA MATRISOME,C1QTNF7,MATRISOME
71452,NABA MATRISOME,C1QTNF8,MATRISOME
71453,NABA MATRISOME,C1QTNF9,MATRISOME
71454,NABA MATRISOME,CD209,MATRISOME
71455,NABA MATRISOME,CLC,MATRISOME
71456,NABA MATRISOME,CLEC10A,MATRISOME
71457,NABA MATRISOME,CLEC11A,MATRISOME
71458,NABA MATRISOME,CLEC12A,MATRISOME
71459,NABA MATRISOME,CLEC12B,MATRISOME
71460,NABA MATRISOME,CLEC14A,MATRISOME
71461,NABA MATRISOME,CLEC17A,MATRISOME
71462,NABA MATRISOME,CLEC18A,MATRISOME
71463,NABA MATRISOME,CLEC18B,MATRISOME
71464,NABA MATRISOME,CLEC18C,MATRISOME
71465,NABA MATRISOME,CLEC19A,MATRISOME
71466,NABA MATRISOME,CLEC1A,MATRISOME
71467,NABA MATRISOME,CLEC1B,MATRISOME
71468,NABA MATRISOME,CLEC2A,MATRISOME
71469,NABA MATRISOME,CLEC2B,MATRISOME
71470,NABA MATRISOME,CLEC2D,MATRISOME
71471,NABA MATRISOME,CLEC2L,MATRISOME
71472,NABA MATRISOME,CLEC3A,MATRISOME
71473,NABA MATRISOME,CLEC3B,MATRISOME
71474,NABA MATRISOME,CLEC4A,MATRISOME
71475,NABA MATRISOME,CLEC4C,MATRISOME
71476,NABA MATRISOME,CLEC4D,MATRISOME
71477,NABA MATRISOME,CLEC4E,MATRISOME
71478,NABA MATRISOME,CLEC4F,MATRISOME
71479,NABA MATRISOME,CLEC4G,MATRISOME
71480,NABA MATRISOME,CLEC4M,MATRISOME
71481,NABA MATRISOME,CLEC5A,MATRISOME
71482,NABA MATRISOME,CLEC6A,MATRISOME
71483,NABA MATRISOME,CLEC7A,MATRISOME
71484,NABA MATRISOME,CLEC9A,MATRISOME
71485,NABA MATRISOME,COLEC10,MATRISOME
71486,NABA MATRISOME,COLEC11,MATRISOME
71487,NABA MATRISOME,COLEC12,MATRISOME
71488,NABA MATRISOME,CSPG4,MATRISOME
71489,NABA MATRISOME,CSPG5,MATRISOME
71490,NABA MATRISOME,ELFN1,MATRISOME
71491,NABA MATRISOME,ELFN2,MATRISOME
71492,NABA MATRISOME,EMCN,MATRISOME
71493,NABA MATRISOME,FCN1,MATRISOME
71494,NABA MATRISOME,FCN2,MATRISOME
71495,NABA MATRISOME,FCN3,MATRISOME
71496,NABA MATRISOME,FREM1,MATRISOME
71497,NABA MATRISOME,FREM2,MATRISOME
71498,NABA MATRISOME,FREM3,MATRISOME
71499,NABA MATRISOME,GPC1,MATRISOME
71500,NABA MATRISOME,GPC2,MATRISOME
71501,NABA MATRISOME,GPC3,MATRISOME
71502,NABA MATRISOME,GPC4,MATRISOME
71503,NABA MATRISOME,GPC5,MATRISOME
71504,NABA MATRISOME,GPC6,MATRISOME
71505,NABA MATRISOME,GREM1,MATRISOME
71506,NABA MATRISOME,GRIFIN,MATRISOME
71507,NABA MATRISOME,HPX,MATRISOME
71508,NABA MATRISOME,LGALSL,MATRISOME
71509,NABA MATRISOME,ITLN1,MATRISOME
71510,NABA MATRISOME,ITLN2,MATRISOME
71511,NABA MATRISOME,LGALS1,MATRISOME
71512,NABA MATRISOME,LGALS12,MATRISOME
71513,NABA MATRISOME,LGALS13,MATRISOME
71514,NABA MATRISOME,LGALS14,MATRISOME
71515,NABA MATRISOME,LGALS16,MATRISOME
71516,NABA MATRISOME,LGALS2,MATRISOME
71517,NABA MATRISOME,LGALS3,MATRISOME
71518,NABA MATRISOME,LGALS4,MATRISOME
